       textosEads  ClassEmociones
9750         3498               4
9751        10281               2
9752        11516               1
9753         9858               1
9754        12523               4
9755         2303               0
9756        13411               0
9757        15198               2
9758        10898               2
9759         2186               4
9760         7133               1
9761        10431               2
9762            3               0
9763         1631               1
9764         7743               0
9765        10183               4
9766        13115               2
9767         9041               4
9768        13053               2
9769        11084               4
9770          962               0
9771         5898               4
9772        11258               2
9773         3064               2
9774         3273               2
9775         7476               0
9776         6246               4
9777         2824               5
9778         4653               4
9779         8215               3
9780         3921               2
9781         1602               2
9782         6439               1
9783        15169               4
9784         7508               3
9785         7245               2
9786         4601               2
9787        10159               4
9788        12581               3
9789        15289               2
9790         4854               1
9791          737               5
9792         3604               2
9793         6494               2
9794        12882               2
9795         8297               1
9796         8694               2
9797         2118               0
9798         1171               4
9799        14731               2
9800          547               4
9801        14157               4
9802        15690               4
9803        10421               2
9804          845               2
9805         2676               1
9806        12280               1
9807         9313               4
9808         1876               4
9809         2333               0
9810         4923               2
9811         8511               4
9812         2185               2
9813         4401               4
9814        10404               5
9815        14781               2
9816         9349               0
9817           94               3
9818        13086               1
9819        11567               4
9820         7318               3
9821        13673               0
9822         8222               2
9823          417               3
9824         5131               4
9825         2670               2
9826         5970               2
9827        12739               4
9828         2051               3
9829        14121               3
9830         1121               3
9831         5435               0
9832         2984               4
9833         7899               1
9834         6441               4
9835         1798               2
9836         7974               1
9837         1742               2
9838         1579               3
9839          699               4
9840         2134               4
9841        15057               2
9842         2571               2
9843         9188               3
9844        14429               0
9845         9800               0
9846         1500               1
9847        11291               2
9848         4029               2
9849        12043               2
9850        10439               0
9851         4019               4
9852          339               2
9853         8324               1
9854        13755               1
9855        11039               4
9856         1813               1
9857        14459               0
9858         9895               3
9859          621               2
9860        10754               4
9861         5329               4
9862         7095               1
9863         1668               2
9864        14817               2
9865        15626               4
9866        10045               2
9867         1026               2
9868        13688               2
9869         8537               2
9870        14270               3
9871         9806               0
9872         9503               2
9873        11390               2
9874         3890               4
9875        13037               1
9876        15868               1
9877         6356               1
9878        11338               2
9879         3897               2
9880         2007               2
9881         9252               0
9882        10865               2
9883         1323               2
9884        11307               1
9885         4859               4
9886        14925               4
9887        12809               4
9888         9274               4
9889         4548               0
9890         8591               4
9891         7313               1
9892         1168               4
9893        12737               5
9894         7439               4
9895         4977               1
9896           66               0
9897          238               0
9898         4684               1
9899         7544               4
9900          999               1
9901        10984               3
9902         2582               3
9903        10019               2
9904        12425               5
9905        15183               4
9906        14067               2
9907         9738               0
9908        11229               0
9909        11638               4
9910         4819               0
9911         2431               1
9912        12904               1
9913         1375               3
9914        15147               5
9915         7202               4
9916        13546               2
9917        10557               2
9918         6538               2
9919        10189               4
9920        14673               4
9921        11069               4
9922         1111               1
9923         8581               4
9924        12436               2
9925         5719               2
9926         6890               1
9927         8449               2
9928        14794               1
9929         7549               3
9930         5834               5
9931          193               2
9932        15389               0
9933         2991               2
9934         3606               3
9935        11864               1
9936        13175               1
9937        14738               4
9938        11956               5
9939        10181               2
9940        10147               1
9941         6662               4
9942         2255               2
9943         4762               4
9944        10988               2
9945        12490               4
9946         9391               3
9947         5979               5
9948         4534               0
9949         5097               2
9950        11142               2
9951        15612               4
9952        13847               4
9953        13403               2
9954         6155               0
9955         1566               2
9956         7231               2
9957         9220               2
9958         6373               2
9959         1012               1
9960        12306               2
9961        13225               0
9962         6738               3
9963        13488               1
9964         7116               4
9965         9081               4
9966         7569               2
9967         9967               0
9968         5558               5
9969        11980               2
9970         3120               0
9971         8352               4
9972         6322               2
9973         4400               3
9974         6327               2
9975        15901               0
9976         4929               4
9977        10326               2
9978         4393               2
9979         2640               4
9980        15825               1
9981         7196               4
9982         4952               0
9983         6243               4
9984         6746               3
9985         1142               4
9986         7357               2
9987        12794               5
9988         8200               4
9989        13789               2
9990         4366               1
9991         1969               2
9992         3771               2
9993         6768               2
9994         7030               4
9995         9002               1
9996         5725               1
9997         4812               4
9998         8438               4
9999        14582               0
10000       11063               0
10001        9352               2
10002        4680               2
10003       11204               2
10004        9934               2
10005        2211               4
10006        6090               2
10007        3395               2
10008        3377               0
10009       15374               2
10010         676               2
10011       15814               0
10012        8445               2
10013        8312               0
10014        1184               2
10015        2534               4
10016        4686               1
10017       14888               4
10018        7558               2
10019       13464               0
10020       11163               3
10021        8479               1
10022        9504               2
10023        5807               0
10024       15954               1
10025        1352               1
10026        9023               2
10027        4046               4
10028        7187               4
10029        6184               0
10030       15558               2
10031        6594               0
10032       10505               2
10033        8880               2
10034        5931               2
10035       15501               1
10036        9953               4
10037       13867               4
10038       11602               4
10039       11001               1
10040        8881               2
10041       12058               0
10042       10726               4
10043       11648               1
10044       12212               4
10045        6058               2
10046          68               4
10047        9773               0
10048        2752               0
10049        6282               0
10050       14855               2
10051         996               4
10052        9192               4
10053        7996               2
10054        1849               4
10055        5456               1
10056       13594               4
10057        9125               4
10058       15935               4
10059       14932               4
10060        3997               4
10061        7638               5
10062        1578               2
10063        6201               2
10064        4979               4
10065       15157               3
10066        7446               2
10067        9033               2
10068        1042               2
10069        3954               0
10070       12550               0
10071       12093               2
10072        9866               2
10073       11920               4
10074        6880               2
10075        6923               3
10076        9521               2
10077        5177               3
10078        3912               4
10079       15912               0
10080        6891               1
10081       12472               2
10082        7100               4
10083       13344               4
10084        8653               5
10085        1645               3
10086       14278               2
10087        2002               2
10088        1820               2
10089        1193               1
10090        7868               4
10091       12786               2
10092        9649               4
10093       14954               2
10094       14713               5
10095       10695               2
10096       15532               1
10097        3825               2
10098        2644               2
10099       10619               5
10100        9590               4
10101        4900               4
10102       13450               4
10103        2081               0
10104        3254               4
10105       10660               2
10106        2028               4
10107        4075               3
10108       14207               0
10109        2398               2
10110       11417               4
10111        7384               2
10112       10270               2
10113        6747               3
10114       14161               4
10115        8514               4
10116        7141               2
10117        6354               1
10118       10396               3
10119        2436               2
10120       14820               4
10121        1712               3
10122       12220               2
10123       10305               2
10124         274               1
10125        8378               2
10126       11895               2
10127       10500               2
10128        9304               0
10129        9124               3
10130         469               4
10131        3235               2
10132        3310               2
10133        7789               2
10134        1508               4
10135       12487               2
10136        5285               4
10137        8119               5
10138       11230               4
10139       15467               2
10140       15747               2
10141        9413               2
10142         120               3
10143       14706               1
10144         133               4
10145        5869               2
10146        1213               4
10147        8712               2
10148         501               4
10149         583               3
10150        3358               2
10151        1792               3
10152        9353               4
10153         207               1
10154        3210               0
10155        6715               5
10156        9306               2
10157        1536               4
10158        1347               1
10159        4795               4
10160        3940               4
10161       15613               2
10162       11659               4
10163        9653               2
10164        9900               2
10165        2018               4
10166       12236               2
10167       14850               0
10168       13602               4
10169        2960               1
10170         924               2
10171         911               2
10172        4335               2
10173       10000               5
10174       10120               4
10175        1636               2
10176       11306               1
10177        2539               2
10178        5933               4
10179        1212               4
10180       13208               4
10181        6388               2
10182        3555               0
10183       14107               4
10184        3750               2
10185       11713               1
10186        1019               2
10187        7161               2
10188        7776               2
10189       14366               2
10190       14716               4
10191        5437               4
10192        5922               4
10193        5829               3
10194        7457               2
10195       15393               1
10196       15353               3
10197       15355               4
10198        3525               0
10199        3938               4
10200        7349               2
10201         674               2
10202        8503               3
10203        1786               4
10204        2611               3
10205        2271               2
10206        5404               2
10207       14140               2
10208         721               2
10209        7184               4
10210         588               4
10211        1236               1
10212        2391               4
10213       12468               4
10214       12684               2
10215        1147               4
10216       13735               2
10217       10831               3
10218       11332               3
10219       12002               3
10220        9361               2
10221        2031               3
10222         394               2
10223        9233               2
10224         723               2
10225        6416               2
10226        4189               2
10227        8663               3
10228         349               4
10229       10513               2
10230        2711               4
10231       14008               2
10232        8529               0
10233       10588               4
10234        6579               2
10235        3851               2
10236        4849               1
10237       11897               1
10238        8140               2
10239        4439               2
10240       15918               0
10241        4134               4
10242        9980               3
10243        7878               1
10244       12491               4
10245       11243               2
10246        3363               2
10247        2908               0
10248        2217               1
10249       14202               1
10250       11855               0
10251         258               1
10252        3428               1
10253         159               0
10254       13971               2
10255        4857               1
10256        8342               5
10257       11966               1
10258        2888               4
10259        8890               2
10260          89               3
10261        3548               2
10262       13581               0
10263        1725               1
10264        4773               2
10265        5748               2
10266       12594               2
10267        1955               2
10268        7757               2
10269        2245               1
10270        4320               4
10271        5151               4
10272       14707               4
10273       13090               1
10274       13487               2
10275       12392               5
10276        3916               0
10277        6375               2
10278       10344               2
10279         302               1
10280        8834               4
10281        5669               2
10282        9926               2
10283        8097               0
10284       10833               1
10285       13775               1
10286        5200               2
10287       13670               4
10288        6380               2
10289       14759               2
10290       13584               4
10291       14471               1
10292        1297               2
10293        7835               4
10294        1275               2
10295        4916               4
10296        5645               2
10297        8612               4
10298        9809               0
10299        8965               2
10300       11565               3
10301       15047               4
10302        5944               4
10303        2092               1
10304        2122               2
10305        3020               4
10306        7178               4
10307        7652               3
10308        6123               4
10309        2900               1
10310       14878               0
10311          61               4
10312       13361               0
10313        9070               2
10314       14379               4
10315        5287               0
10316       10643               0
10317       13441               2
10318        7880               1
10319       10673               3
10320        5821               2
10321        3967               4
10322        2581               2
10323        9804               4
10324        5306               2
10325         322               2
10326        2367               4
10327       13560               4
10328       12748               4
10329        4976               1
10330        8939               1
10331        5723               3
10332       10941               1
10333        7287               2
10334       14935               3
10335       15064               0
10336        3167               4
10337         407               4
10338        8157               2
10339         773               0
10340       14733               2
10341        9699               4
10342        3135               2
10343        4139               2
10344       13830               3
10345       13726               0
10346        8732               0
10347       15454               3
10348       13268               4
10349         477               0
10350       11731               2
10351       14504               0
10352       15721               2
10353       11169               1
10354        1772               2
10355        4196               2
10356        2432               1
10357        7755               4
10358       15481               4
10359        9484               2
10360        8096               2
10361       13894               2
10362       13262               2
10363       10651               2
10364        1831               2
10365        2797               4
10366        7266               4
10367       10329               4
10368        7016               2
10369         505               5
10370       15811               2
10371       13150               3
10372       14676               2
10373        6179               0
10374       11818               3
10375        1653               4
10376       12656               2
10377        5692               2
10378        1716               2
10379       10365               2
10380       11728               4
10381        5041               4
10382       14091               4
10383        6125               3
10384        3936               4
10385        2812               0
10386        8027               2
10387       12447               4
10388       14406               4
10389        5194               2
10390        9634               2
10391        1957               4
10392       12222               4
10393       13151               3
10394       11466               1
10395        1595               2
10396       13388               4
10397        5060               4
10398        5461               2
10399        4606               4
10400        7449               3
10401       13257               0
10402        3249               3
10403         164               0
10404         964               4
10405        5677               2
10406        2719               0
10407       15944               0
10408       12751               3
10409       15015               1
10410       13739               4
10411        6044               4
10412        4544               2
10413       14879               2
10414       13193               2
10415       10566               4
10416        8548               2
10417        4870               4
10418        9494               4
10419        8538               2
10420       11620               2
10421       12103               4
10422        7450               2
10423        1333               2
10424        2086               2
10425        6372               2
10426        4087               4
10427        1782               4
10428       13327               5
10429        3321               2
10430        7568               0
10431         142               1
10432       10915               2
10433       12328               2
10434        2329               4
10435       10231               2
10436        8050               2
10437        9684               2
10438       15964               2
10439        1068               5
10440        9435               2
10441        3929               5
10442       13437               2
10443        1238               1
10444       11990               4
10445        8552               2
10446       10018               2
10447       12062               5
10448       11617               0
10449       14251               1
10450       12624               4
10451       13374               0
10452       13316               1
10453        4398               2
10454       15280               4
10455       13829               1
10456        5431               3
10457        2768               2
10458        1071               4
10459       15579               4
10460        1119               4
10461        1491               4
10462       14822               2
10463        4840               4
10464       15278               2
10465       15938               1
10466        5559               4
10467       15744               4
10468       15124               4
10469        7014               2
10470        5749               0
10471       11147               2
10472         149               4
10473        3278               2
10474       12187               4
10475       10008               2
10476        2576               4
10477       10451               4
10478        7669               2
10479        3774               4
10480       13434               2
10481        9792               2
10482       12386               0
10483        8949               4
10484        5720               2
10485        6240               2
10486       11636               0
10487       11687               0
10488        1977               2
10489        6999               3
10490        5637               2
10491        6779               0
10492        7312               1
10493       14363               4
10494        2173               3
10495        8309               4
10496       15211               3
10497        5451               4
10498        6929               4
10499       15573               4
10500        8570               2
10501       14306               4
10502       10423               1
10503       12807               2
10504         537               0
10505       10251               4
10506       12155               4
10507        8484               4
10508        2427               3
10509       14221               2
10510        3069               0
10511        9751               2
10512        7272               2
10513       15657               1
10514       13343               2
10515       15320               4
10516        2975               2
10517        3989               4
10518       10960               1
10519        5955               3
10520        1777               3
10521       12261               2
10522       14744               2
10523        3186               4
10524        9039               2
10525         381               2
10526       15065               2
10527        1125               4
10528        8116               1
10529        6284               2
10530        6697               2
10531       14830               4
10532       15045               1
10533       10612               2
10534       13325               4
10535       10077               0
10536        1189               3
10537       15821               0
10538        8788               4
10539       14484               5
10540        3542               1
10541       13235               0
10542       12754               5
10543       12073               5
10544        1204               4
10545       14186               0
10546        6655               1
10547        3492               2
10548       13841               2
10549        2986               2
10550        5422               0
10551        9129               1
10552        4172               4
10553        8509               2
10554        9541               2
10555        2939               3
10556        9661               2
10557       12282               0
10558       13595               2
10559       11513               1
10560       13592               2
10561        4567               4
10562        6917               2
10563       12671               2
10564        6552               4
10565        4552               2
10566        4466               4
10567        4608               0
10568       15043               0
10569        9697               2
10570        3705               4
10571         669               2
10572        3299               2
10573        3353               4
10574         998               0
10575       11563               0
10576       15048               4
10577        5876               2
10578        9260               2
10579       14647               3
10580        6628               2
10581        6081               2
10582       15021               2
10583        8769               3
10584       13192               3
10585        3899               2
10586        2623               1
10587       10888               4
10588         435               1
10589       11685               4
10590        4080               4
10591        9700               0
10592         593               4
10593        5493               2
10594       10907               0
10595        9736               1
10596        6590               0
10597        8819               0
10598         850               0
10599        5521               3
10600       14853               2
10601       12664               4
10602        6793               4
10603       15618               4
10604        3282               1
10605        6827               2
10606        7766               2
10607        6393               0
10608        7195               4
10609       12209               0
10610        9343               2
10611       10355               0
10612       14591               2
10613        1023               2
10614        1608               0
10615        7390               2
10616         224               4
10617        6426               2
10618        2112               1
10619       13743               2
10620         187               3
10621       14113               3
10622       14661               4
10623        1652               4
10624        3978               1
10625       13252               0
10626         814               2
10627       14874               0
10628        8383               2
10629       10911               2
10630        8734               0
10631        4850               4
10632        7513               2
10633        9366               2
10634        8501               5
10635        8093               1
10636       14845               2
10637         736               3
10638        1968               3
10639       14417               4
10640       10636               4
10641        4006               4
10642        2762               4
10643       12204               0
10644        2472               4
10645       12710               4
10646        7498               2
10647        8541               1
10648        9666               3
10649        9658               0
10650       11037               0
10651        8969               1
10652        3549               2
10653        1868               1
10654         822               4
10655        6994               4
10656        9362               0
10657       10909               4
10658       14328               2
10659        5839               2
10660        2813               4
10661        3326               1
10662        5983               0
10663       14975               4
10664        9672               0
10665       15296               4
10666        4639               2
10667        5157               4
10668       10757               2
10669        1046               1
10670        4241               4
10671       14421               4
10672       10969               2
10673       10851               4
10674        4599               4
10675       12941               2
10676        1662               2
10677        9317               2
10678       15135               2
10679        7177               4
10680        1183               1
10681       12498               4
10682        3387               3
10683        2659               2
10684        3324               2
10685        7408               2
10686        6321               2
10687        1218               4
10688         150               4
10689        7630               2
10690       11458               4
10691        8411               2
10692       13906               2
10693        4985               0
10694        7490               2
10695        9381               2
10696        3733               2
10697        7727               2
10698        8361               1
10699        9544               2
10700        4493               4
10701       14788               2
10702        2516               4
10703         698               4
10704         138               2
10705       14068               2
10706        1800               1
10707        8809               4
10708        8447               1
10709        9689               4
10710        5947               4
10711       10556               4
10712       15524               4
10713        6512               0
10714       15925               2
10715        6495               1
10716       15086               2
10717        7082               2
10718        1402               1
10719        3453               2
10720         903               4
10721        6324               4
10722         837               2
10723        2146               0
10724         406               4
10725         198               2
10726        1338               1
10727       11529               4
10728       15851               2
10729       11820               2
10730        9235               1
10731          44               0
10732        1553               2
10733        2893               0
10734       15809               4
10735        7783               0
10736        3399               3
10737       15225               4
10738        8063               2
10739        2666               0
10740       12035               4
10741        5639               4
10742        8129               2
10743         879               2
10744       13751               2
10745        6353               2
10746       10113               4
10747        8335               1
10748       14346               4
10749        7572               1
10750        9312               2
10751        1673               0
10752        6561               0
10753       15008               2
10754       15920               4
10755       14117               2
10756       10761               2
10757       15713               0
10758        3676               4
10759        2465               4
10760        3787               2
10761       14265               4
10762        6921               3
10763       11558               1
10764       10687               1
10765         318               2
10766        2206               3
10767        9548               2
10768       10464               2
10769        8396               1
10770       15302               4
10771       14875               4
10772       14587               1
10773         359               3
10774        1364               4
10775       11824               2
10776        3623               2
10777       12502               1
10778        7213               3
10779        2022               1
10780        8724               4
10781        3871               2
10782        3631               4
10783        3388               3
10784       12257               1
10785        8016               4
10786         373               2
10787        1129               2
10788       10951               4
10789       15625               4
10790        2468               3
10791        8585               2
10792         743               2
10793        4425               2
10794       13097               1
10795        9177               4
10796         455               1
10797         764               4
10798        6281               4
10799        8842               1
10800       11104               1
10801        9013               3
10802       11797               4
10803        2884               5
10804        8004               4
10805       12767               2
10806        2140               1
10807         396               3
10808        4337               3
10809        2174               2
10810        6208               3
10811        6351               1
10812       14540               4
10813        7068               0
10814       15164               2
10815       15913               4
10816        9338               4
10817       14969               3
10818        3751               2
10819        1249               4
10820        4746               4
10821        8451               2
10822        5482               3
10823        4637               4
10824       15392               0
10825       13495               4
10826       12351               1
10827        7036               4
10828        3203               4
10829        9639               2
10830        3313               2
10831        9414               2
10832       11610               2
10833        4660               1
10834       10205               2
10835        7056               4
10836       13345               4
10837       12573               1
10838       10937               2
10839        3430               1
10840        7208               4
10841       12075               0
10842        3165               4
10843       11611               2
10844        4118               4
10845       11702               4
10846        2106               2
10847        4596               4
10848       12847               2
10849        4468               4
10850        8390               2
10851        9948               2
10852       11973               2
10853        2662               2
10854       13762               1
10855         957               4
10856       13019               0
10857       11325               2
10858        9801               1
10859       10604               2
10860       12145               2
10861        8005               4
10862       10834               4
10863        8551               4
10864        8882               4
10865       15682               1
10866        8528               0
10867       12714               2
10868        6957               4
10869       12731               2
10870       13527               1
10871        5231               0
10872         480               4
10873        2044               0
10874        5714               4
10875        4459               4
10876        5228               2
10877       15740               4
10878        8669               3
10879        7919               4
10880        6139               1
10881        6626               2
10882       12143               2
10883       10550               2
10884        6716               2
10885       12423               2
10886        9176               0
10887        4517               4
10888        1793               4
10889       11760               0
10890        3926               4
10891        7207               4
10892        6503               2
10893        1201               0
10894       15430               0
10895        7003               2
10896       15444               2
10897        1409               1
10898        2151               3
10899        9938               0
10900        4372               4
10901        4363               4
10902       15034               1
10903       10337               4
10904       10596               2
10905        3328               1
10906         314               5
10907       14081               4
10908       13139               1
10909       13857               4
10910       13146               3
10911       13504               1
10912         300               4
10913        5011               4
10914        8480               4
10915        9253               2
10916       14488               4
10917        7462               3
10918       15549               1
10919        3795               0
10920        2668               0
10921        6826               2
10922         432               2
10923        5076               2
10924        4949               2
10925        2065               4
10926       10106               4
10927       14792               2
10928       12435               2
10929        5617               0
10930        6608               2
10931        1139               0
10932        9946               2
10933       11863               4
10934        3247               2
10935        4764               2
10936       10741               0
10937        2999               4
10938       14662               4
10939       10648               2
10940        7201               4
10941        7515               2
10942        5219               3
10943        7699               0
10944       10322               2
10945       10154               0
10946        5551               2
10947        5382               0
10948        7386               4
10949        2943               4
10950       10763               3
10951       10152               4
10952       15838               0
10953        8611               2
10954       13226               3
10955        8562               2
10956        2203               0
10957       11377               4
10958        8024               2
10959        9776               4
10960       14849               0
10961        1827               0
10962        5774               4
10963        4032               2
10964        8261               1
10965       13950               0
10966        5908               3
10967       10076               4
10968       11680               0
10969       11904               4
10970       14894               1
10971         563               2
10972        8346               4
10973        3150               4
10974        5128               0
10975        2241               0
10976         929               1
10977        1890               5
10978         437               1
10979       12711               4
10980        7693               2
10981        5591               2
10982        5460               3
10983       10928               2
10984        8658               3
10985       12854               2
10986       11520               4
10987        5729               3
10988       10540               2
10989        7964               2
10990        4035               2
10991        5318               4
10992         902               2
10993         839               4
10994       15188               2
10995       10959               0
10996         467               2
10997       12585               3
10998         241               2
10999        1905               4
11000        4110               4
11001       14496               4
11002        7235               0
11003        1604               1
11004       10103               3
11005       10543               2
11006       11180               0
11007        6884               4
11008        8763               4
11009        2760               2
11010       12778               1
11011        1219               2
11012       12816               1
11013        1844               3
11014       14583               3
11015       11023               0
11016          81               0
11017        9246               4
11018       14220               1
11019        4347               4
11020        8496               4
11021       10842               5
11022        8664               3
11023       14367               2
11024       13311               2
11025       12242               3
11026        2226               4
11027        1383               2
11028        1978               2
11029       15257               1
11030        4280               4
11031       10114               0
11032        9373               0
11033       15391               4
11034       14881               3
11035          60               1
11036       12226               1
11037        4919               0
11038       14742               0
11039         379               2
11040        2639               4
11041        3876               4
11042         176               2
11043        1196               2
11044        9954               1
11045       14772               4
11046       10630               2
11047        5691               3
11048        9448               1
11049        8490               0
11050       15671               4
11051         819               2
11052        7239               0
11053       10335               5
11054       14461               1
11055       13770               2
11056        3317               2
11057        1594               3
11058       14011               1
11059       11683               4
11060       12440               2
11061       14939               0
11062       10363               1
11063       12837               0
11064       10877               4
11065       15384               4
11066        1473               4
11067        5850               0
11068        7234               4
11069       10798               1
11070        1120               2
11071       14563               0
11072          24               0
11073        1420               4
